domain,flag_description,dataset
care2.com,left,mediabiasfactcheck.com
prwatch.orgcmd,left,mediabiasfactcheck.com
certifiedpolitics.com,left,mediabiasfactcheck.com
citizencritics.org,left,mediabiasfactcheck.com
content.news,left,mediabiasfactcheck.com
crooked.com,left,mediabiasfactcheck.com
daily49er.com,left,mediabiasfactcheck.com
dctribune.org,left,mediabiasfactcheck.com
deathandtaxesmag.com,left,mediabiasfactcheck.com
democracychronicles.orgauthortawfik,left,mediabiasfactcheck.com
egbertowillies.com,left,mediabiasfactcheck.com
electoral-vote.com,left,mediabiasfactcheck.com
feministcurrent.com,left,mediabiasfactcheck.com
firstpost.com,left,mediabiasfactcheck.com
freepress.org,left,mediabiasfactcheck.com
frnewsreport.com,left,mediabiasfactcheck.com
freedomnews.org.uk,left,mediabiasfactcheck.com
freespeech.org,left,mediabiasfactcheck.com
bradford-delong.com,left,mediabiasfactcheck.com
happy-foxie.com,left,mediabiasfactcheck.com
hillreporter.com,left,mediabiasfactcheck.com
hrc.org,left,mediabiasfactcheck.com
impeachdjtnow.com,left,mediabiasfactcheck.com
inequalitymedia.org,left,mediabiasfactcheck.com
juancole.com,left,mediabiasfactcheck.com
internationalviewpoint.org,left,mediabiasfactcheck.com
latest.com,left,mediabiasfactcheck.com
leftvoice.org,left,mediabiasfactcheck.com
leftwingnation.org,left,mediabiasfactcheck.com
liberationnews.org,left,mediabiasfactcheck.com
meduza.ioen,left,mediabiasfactcheck.com
molad.orgen,left,mediabiasfactcheck.com
mediabiasfactcheck.comnbc-news,left,mediabiasfactcheck.com
north99.org,left,mediabiasfactcheck.com
nowtoronto.com,left,mediabiasfactcheck.com
onegreenplanet.org,left,mediabiasfactcheck.com
ourvoiceny.com,left,mediabiasfactcheck.com
pfaw.org,left,mediabiasfactcheck.com
people.compolitics,left,mediabiasfactcheck.com
pinknews.co.ukhome,left,mediabiasfactcheck.com
politicalupdater.com,left,mediabiasfactcheck.com
politizoom.com,left,mediabiasfactcheck.com
queerty.com,left,mediabiasfactcheck.com
redstatedisaster.com,left,mediabiasfactcheck.com
redyouth.org,left,mediabiasfactcheck.com
resilience.org,left,mediabiasfactcheck.com
reverepress.com,left,mediabiasfactcheck.com
shadowproof.com,left,mediabiasfactcheck.com
worldsocialism.orgspgb,left,mediabiasfactcheck.com
socialistworker.org,left,mediabiasfactcheck.com
sourcewatch.orgindex.phpSourceWatch,left,mediabiasfactcheck.com
telesurtv.netenglish,left,mediabiasfactcheck.com
austinchronicle.com,left,mediabiasfactcheck.com
blue-route.orgblog,left,mediabiasfactcheck.com
theestablishment.co,left,mediabiasfactcheck.com
theimproper.com,left,mediabiasfactcheck.com
thelily.com,left,mediabiasfactcheck.com
themarysue.com,left,mediabiasfactcheck.com
theoutline.com,left,mediabiasfactcheck.com
progressivefrontier.com,left,mediabiasfactcheck.com
samefacts.com,left,mediabiasfactcheck.com
thelasource.comen,left,mediabiasfactcheck.com
texasobserver.org,left,mediabiasfactcheck.com
worldcantwait.net,left,mediabiasfactcheck.com
truthagainstthemachine.com,left,mediabiasfactcheck.com
verifiedpolitics.com,left,mediabiasfactcheck.com
verrit.com,left,mediabiasfactcheck.com
washingtondailywire.com,left,mediabiasfactcheck.com
washingtonjournal.com,left,mediabiasfactcheck.com
washingtonsources.org,left,mediabiasfactcheck.com
wearyourvoicemag.com,left,mediabiasfactcheck.com
whatmattersnews.com,left,mediabiasfactcheck.com
yourblackworld.net,left,mediabiasfactcheck.com
zcomm.orgzmag,left,mediabiasfactcheck.com
sites.agu.org,proscience,mediabiasfactcheck.com
ajph.aphapublications.org,proscience,mediabiasfactcheck.com
aps.org,proscience,mediabiasfactcheck.com
apsa.org,proscience,mediabiasfactcheck.com
astronomy.com,proscience,mediabiasfactcheck.com
bio.org,proscience,mediabiasfactcheck.com
cdc.gov,proscience,mediabiasfactcheck.com
cochrane.org,proscience,mediabiasfactcheck.com
consumerlab.com,proscience,mediabiasfactcheck.com
cosmosmagazine.com,proscience,mediabiasfactcheck.com
earthsky.org,proscience,mediabiasfactcheck.com
edge.org,proscience,mediabiasfactcheck.com
examine.com,proscience,mediabiasfactcheck.com
journal.frontiersin.orgjournalpsychology,proscience,mediabiasfactcheck.com
futurism.com,proscience,mediabiasfactcheck.com
healthaffairs.org,proscience,mediabiasfactcheck.com
insidescience.org,proscience,mediabiasfactcheck.com
iop.org,proscience,mediabiasfactcheck.com
medicalnewstoday.com,proscience,mediabiasfactcheck.com
medscape.com,proscience,mediabiasfactcheck.com
mentaldaily.com,proscience,mediabiasfactcheck.com
mosaicscience.com,proscience,mediabiasfactcheck.com
ncdc.noaa.gov,proscience,mediabiasfactcheck.com
noaa.gov,proscience,mediabiasfactcheck.com
nature.comnatureindex.html,proscience,mediabiasfactcheck.com
newatlas.com,proscience,mediabiasfactcheck.com
theness.com,proscience,mediabiasfactcheck.com
newhumanist.org.uk,proscience,mediabiasfactcheck.com
nextobserver.com,proscience,mediabiasfactcheck.com
oceana.org,proscience,mediabiasfactcheck.com
paho.org,proscience,mediabiasfactcheck.com
ispp.orgnewsjournal,proscience,mediabiasfactcheck.com
plos.org,proscience,mediabiasfactcheck.com
ncbi.nlm.nih.govpubmed,proscience,mediabiasfactcheck.com
realclimate.org,proscience,mediabiasfactcheck.com
realmofhistory.com,proscience,mediabiasfactcheck.com
researchgate.net,proscience,mediabiasfactcheck.com
resourcewatch.org,proscience,mediabiasfactcheck.com
journals.sagepub.com,proscience,mediabiasfactcheck.com
factcheck.orgscicheck,proscience,mediabiasfactcheck.com
scienceillustrated.com.au,proscience,mediabiasfactcheck.com
sciencemediacentre.org,proscience,mediabiasfactcheck.com
scripps.ucsd.edunews,proscience,mediabiasfactcheck.com
singularityhub.com,proscience,mediabiasfactcheck.com
csicop.orgsi,proscience,mediabiasfactcheck.com
bmj.com,proscience,mediabiasfactcheck.com
the-scientist.com,proscience,mediabiasfactcheck.com
treehugger.com,proscience,mediabiasfactcheck.com
universetoday.com,proscience,mediabiasfactcheck.com
science.energy.gov,proscience,mediabiasfactcheck.com
who.inten,proscience,mediabiasfactcheck.com
zmescience.com,proscience,mediabiasfactcheck.com
247newsmedia.com,questionable,mediabiasfactcheck.com
altright.com,questionable,mediabiasfactcheck.com
americafans.com,questionable,mediabiasfactcheck.com
americanjournalreview.com,questionable,mediabiasfactcheck.com
americandailynews.org,questionable,mediabiasfactcheck.com
americanpeoplenetwork.com,questionable,mediabiasfactcheck.com
americanprides.org,questionable,mediabiasfactcheck.com
americanprinciplesproject.org,questionable,mediabiasfactcheck.com
anews-24.com,questionable,mediabiasfactcheck.com
aurora-news.us,questionable,mediabiasfactcheck.com
blackgenocide.orghome.html,questionable,mediabiasfactcheck.com
blingnews.com,questionable,mediabiasfactcheck.com
blueinformer.com,questionable,mediabiasfactcheck.com
bluevision.news,questionable,mediabiasfactcheck.com
bluevisionpost.com,questionable,mediabiasfactcheck.com
borderlandalternativemedia.com,questionable,mediabiasfactcheck.com
breakingtop.world,questionable,mediabiasfactcheck.com
britainfirst.tv,questionable,mediabiasfactcheck.com
cernovich.com,questionable,mediabiasfactcheck.com
christianaction.org,questionable,mediabiasfactcheck.com
concernedwomen.orgblog,questionable,mediabiasfactcheck.com
conservativearmy88.com,questionable,mediabiasfactcheck.com
conservativefreepress.com,questionable,mediabiasfactcheck.com
conservativeinfocorner.us,questionable,mediabiasfactcheck.com
conservativeflashnews.com,questionable,mediabiasfactcheck.com
conservapedia.comMain_Page,questionable,mediabiasfactcheck.com
conspatriot.com,questionable,mediabiasfactcheck.com
conservativepoliticus.com,questionable,mediabiasfactcheck.com
westernjournal.comct,questionable,mediabiasfactcheck.com
dailyinfobox.com,questionable,mediabiasfactcheck.com
dailyinsidernews.com,questionable,mediabiasfactcheck.com
dailynotify.com,questionable,mediabiasfactcheck.com
dailystormer.name,questionable,mediabiasfactcheck.com
dailyusaupdate.com,questionable,mediabiasfactcheck.com
damreports.com,questionable,mediabiasfactcheck.com
debka.com,questionable,mediabiasfactcheck.com
deplorablemovement2020.news,questionable,mediabiasfactcheck.com
downtrend.com,questionable,mediabiasfactcheck.com
earthnews2016.com,questionable,mediabiasfactcheck.com
enhlive.com,questionable,mediabiasfactcheck.com
factcheckingturkey.com,questionable,mediabiasfactcheck.com
en.search.farsnews.com,questionable,mediabiasfactcheck.com
federalistnation.com,questionable,mediabiasfactcheck.com
flashnewscorner.com,questionable,mediabiasfactcheck.com
usafortrumponline.com,questionable,mediabiasfactcheck.com
freepatriotpost.com,questionable,mediabiasfactcheck.com
freespeechtime.net,questionable,mediabiasfactcheck.com
fwdnow.com,questionable,mediabiasfactcheck.com
globalpoliticsnow.com,questionable,mediabiasfactcheck.com
globemagazine.com,questionable,mediabiasfactcheck.com
thegopwatchdog.com,questionable,mediabiasfactcheck.com
en.hawarnews.com,questionable,mediabiasfactcheck.com
identityevropa.com,questionable,mediabiasfactcheck.com
ihatethemedia.com,questionable,mediabiasfactcheck.com
profam.org,questionable,mediabiasfactcheck.com
justthefacts.org,questionable,mediabiasfactcheck.com
kcna.kp,questionable,mediabiasfactcheck.com
liberalplug.com,questionable,mediabiasfactcheck.com
liberalspeak.com,questionable,mediabiasfactcheck.com
libertyalliance.com,questionable,mediabiasfactcheck.com
liberty-courier.com,questionable,mediabiasfactcheck.com
libertyisviral.com,questionable,mediabiasfactcheck.com
madamericannetwork.com,questionable,mediabiasfactcheck.com
martinlutherking.org,questionable,mediabiasfactcheck.com
en.metapedia.orgwikiMain_Page,questionable,mediabiasfactcheck.com
meforum.org,questionable,mediabiasfactcheck.com
myrightamerica.com,questionable,mediabiasfactcheck.com
mygoogle.ca,questionable,mediabiasfactcheck.com
natall.com,questionable,mediabiasfactcheck.com
nationalenquirer.com,questionable,mediabiasfactcheck.com
indigenous.club,questionable,mediabiasfactcheck.com
powerofnative.com,questionable,mediabiasfactcheck.com
neverrepublican.com,questionable,mediabiasfactcheck.com
newpoliticstoday.com,questionable,mediabiasfactcheck.com
nmws.us,questionable,mediabiasfactcheck.com
openmagazines.com,questionable,mediabiasfactcheck.com
patriotbeacon.com,questionable,mediabiasfactcheck.com
patriotbeat.com,questionable,mediabiasfactcheck.com
patriotsvoice.info,questionable,mediabiasfactcheck.com
timespolice.com,questionable,mediabiasfactcheck.com
polipace.comare-we-fake-news,questionable,mediabiasfactcheck.com
politicalears.com#,questionable,mediabiasfactcheck.com
politicalinbox.com,questionable,mediabiasfactcheck.com
politifact.news,questionable,mediabiasfactcheck.com
powderedwigsociety.com,questionable,mediabiasfactcheck.com
president45donaldtrump.com,questionable,mediabiasfactcheck.com
prideof-america.org,questionable,mediabiasfactcheck.com
projectpurge.com,questionable,mediabiasfactcheck.com
redpolitics.us,questionable,mediabiasfactcheck.com
redrocktribune.com,questionable,mediabiasfactcheck.com
rrtribune.com,questionable,mediabiasfactcheck.com
redstatejournalist.com,questionable,mediabiasfactcheck.com
redstatepundit.com,questionable,mediabiasfactcheck.com
redstatewave.com,questionable,mediabiasfactcheck.com
redwhiteandright.com,questionable,mediabiasfactcheck.com
rightwing.news,questionable,mediabiasfactcheck.com
rodong.rep.kpen,questionable,mediabiasfactcheck.com
sharednewsreport.com,questionable,mediabiasfactcheck.com
shariawatch.org.uk,questionable,mediabiasfactcheck.com
smoloko.com,questionable,mediabiasfactcheck.com
statefort.com,questionable,mediabiasfactcheck.com
svijmedia.com,questionable,mediabiasfactcheck.com
syrianews.cc,questionable,mediabiasfactcheck.com
tashnews.com,questionable,mediabiasfactcheck.com
tdnewswire.com,questionable,mediabiasfactcheck.com
thebreakingnews.today,questionable,mediabiasfactcheck.com
thedailybell.com,questionable,mediabiasfactcheck.com
thedeplorablesociety.com,questionable,mediabiasfactcheck.com
lastdeplorables.com,questionable,mediabiasfactcheck.com
lastresistance.com,questionable,mediabiasfactcheck.com
thenationalpulse.com,questionable,mediabiasfactcheck.com
mynewsguru.com,questionable,mediabiasfactcheck.com
thepoliticaltribune.com,questionable,mediabiasfactcheck.com
thepremiumnews.com,questionable,mediabiasfactcheck.com
therightists.com,questionable,mediabiasfactcheck.com
thetrumpmedia.com,questionable,mediabiasfactcheck.com
theuspatriot.com,questionable,mediabiasfactcheck.com
usa-conservative.com,questionable,mediabiasfactcheck.com
washingtonfeed.com,questionable,mediabiasfactcheck.com
digifection.com,questionable,mediabiasfactcheck.com
truetrumpers.com,questionable,mediabiasfactcheck.com
truthexam.com,questionable,mediabiasfactcheck.com
truthfeednews.com,questionable,mediabiasfactcheck.com
understandingthethreat.com,questionable,mediabiasfactcheck.com
uniquewebmagazine.com,questionable,mediabiasfactcheck.com
usinfonews.com,questionable,mediabiasfactcheck.com
usjournalreview.com,questionable,mediabiasfactcheck.com
usadailypost.us,questionable,mediabiasfactcheck.com
usadailyreview.com,questionable,mediabiasfactcheck.com
usanews4u.us,questionable,mediabiasfactcheck.com
states-tv.com,questionable,mediabiasfactcheck.com
usanewstoday.org,questionable,mediabiasfactcheck.com
usapubliclife.com,questionable,mediabiasfactcheck.com
usareally.com,questionable,mediabiasfactcheck.com
usa-television.com,questionable,mediabiasfactcheck.com
usaviralnewstoday.com,questionable,mediabiasfactcheck.com
usaworldbox.com,questionable,mediabiasfactcheck.com
usnationalnews.org,questionable,mediabiasfactcheck.com
theviralpatriot.com,questionable,mediabiasfactcheck.com
wallbuilders.com,questionable,mediabiasfactcheck.com
westernsentinel.com,questionable,mediabiasfactcheck.com
wikiislam.net,questionable,mediabiasfactcheck.com
maga2020.us,questionable,mediabiasfactcheck.com
whitehouse.gov1600daily,right,mediabiasfactcheck.com
2ndvote.com,right,mediabiasfactcheck.com
academia.org,right,mediabiasfactcheck.com
ac2news.com,right,mediabiasfactcheck.com
altnewsmedia.net,right,mediabiasfactcheck.com
americanlibertyreport.com,right,mediabiasfactcheck.com
aa.com.tren,right,mediabiasfactcheck.com
arizonadailyindependent.com,right,mediabiasfactcheck.com
en.wikipedia.orgwikiAssyrian_International_News_Agency,right,mediabiasfactcheck.com
biggovernment.newsindex.html,right,mediabiasfactcheck.com
ca-political.com,right,mediabiasfactcheck.com
campusreform.org,right,mediabiasfactcheck.com
christiannewsalerts.com,right,mediabiasfactcheck.com
citizenfreepress.com,right,mediabiasfactcheck.com
citizensunited.orgindex.aspx,right,mediabiasfactcheck.com
clear-politics.com,right,mediabiasfactcheck.com
conservativeshere.com,right,mediabiasfactcheck.com
conservativeinstitute.org,right,mediabiasfactcheck.com
conservativeoutfitters.comblogsnews,right,mediabiasfactcheck.com
dailymail.co.ukushomeindex.html,right,mediabiasfactcheck.com
dangerous.com,right,mediabiasfactcheck.com
deplorablesreport.com,right,mediabiasfactcheck.com
eagleactionreport.com,right,mediabiasfactcheck.com
economicpolicyjournal.com,right,mediabiasfactcheck.com
energycitizens.org,right,mediabiasfactcheck.com
farleftwatch.com,right,mediabiasfactcheck.com
firstthings.com,right,mediabiasfactcheck.com
freerepublic.com,right,mediabiasfactcheck.com
defenddemocracy.org,right,mediabiasfactcheck.com
futureinamerica.comnews,right,mediabiasfactcheck.com
guerrilla.news,right,mediabiasfactcheck.com
order-order.com,right,mediabiasfactcheck.com
imprimis.hillsdale.edu,right,mediabiasfactcheck.com
illinoispolicy.org,right,mediabiasfactcheck.com
ifstudies.org,right,mediabiasfactcheck.com
jewishpolicycenter.org,right,mediabiasfactcheck.com
kansaspolicy.org,right,mediabiasfactcheck.com
keepandbear.com,right,mediabiasfactcheck.com
fightpp.org,right,mediabiasfactcheck.com
loneconservative.com,right,mediabiasfactcheck.com
lyincomey.com,right,mediabiasfactcheck.com
en.mehrnews.com,right,mediabiasfactcheck.com
mercatornet.com,right,mediabiasfactcheck.com
notliberal.com,right,mediabiasfactcheck.com
ontarioproud.ca,right,mediabiasfactcheck.com
patriotretort.com,right,mediabiasfactcheck.com
hoover.orgpublicationspolicy-review,right,mediabiasfactcheck.com
politicsnote.com,right,mediabiasfactcheck.com
politi.site,right,mediabiasfactcheck.com
populistwire.com,right,mediabiasfactcheck.com
conservativesus.party,right,mediabiasfactcheck.com
rd.com,right,mediabiasfactcheck.com
savejersey.com,right,mediabiasfactcheck.com
standpointmag.co.uk,right,mediabiasfactcheck.com
tasnimnews.comen,right,mediabiasfactcheck.com
westernjournalism.comthepoint,right,mediabiasfactcheck.com
tehrantimes.com,right,mediabiasfactcheck.com
theconservativenut.gop,right,mediabiasfactcheck.com
conservativewoman.co.uk,right,mediabiasfactcheck.com
thedailydefender.com,right,mediabiasfactcheck.com
dc-chronicle.com,right,mediabiasfactcheck.com
theconservativetreehouse.com,right,mediabiasfactcheck.com
themilreview.com,right,mediabiasfactcheck.com
newlypress.com,right,mediabiasfactcheck.com
thepostmillennial.com,right,mediabiasfactcheck.com
thetruthaboutguns.com,right,mediabiasfactcheck.com
trtworld.com,right,mediabiasfactcheck.com
tpusa.com,right,mediabiasfactcheck.com
unitynewsnetwork.co.uk,right,mediabiasfactcheck.com
ussanews.com,right,mediabiasfactcheck.com
westernfreepress.com,right,mediabiasfactcheck.com
westernjournal.com,right,mediabiasfactcheck.com
whatfinger.com,right,mediabiasfactcheck.com
yaf.org,right,mediabiasfactcheck.com
16wmpo.com,satire,mediabiasfactcheck.com
americanlampoon.com,satire,mediabiasfactcheck.com
amplifyingglass.com,satire,mediabiasfactcheck.com
asamericanasapplepie.org,satire,mediabiasfactcheck.com
atomicmonkey.wordpress.comtagpolitical-satire,satire,mediabiasfactcheck.com
mediabiasfactcheck.comnew-yorker,satire,mediabiasfactcheck.com
breakingburgh.com,satire,mediabiasfactcheck.com
cracked.com,satire,mediabiasfactcheck.com
creambmp.com,satire,mediabiasfactcheck.com
encyclopediadramatica.rsMain_Page,satire,mediabiasfactcheck.com
thegoodlordabove.com,satire,mediabiasfactcheck.com
headlinennews.com,satire,mediabiasfactcheck.com
larknews.com,satire,mediabiasfactcheck.com
newsmutiny.com,satire,mediabiasfactcheck.com
ourlandofthefree.com,satire,mediabiasfactcheck.com
politicer.com,satire,mediabiasfactcheck.com
private-eye.co.uk,satire,mediabiasfactcheck.com
satirev.org,satire,mediabiasfactcheck.com
scorchedearthnews.com,satire,mediabiasfactcheck.com
shu.plus,satire,mediabiasfactcheck.com
southendnewsnetwork.net,satire,mediabiasfactcheck.com
stgeorgegazette.com,satire,mediabiasfactcheck.com
stiltonsplace.blogspot.com,satire,mediabiasfactcheck.com
sundaysportonline.co.uk,satire,mediabiasfactcheck.com
sungress.com,satire,mediabiasfactcheck.com
awazetribune.com,satire,mediabiasfactcheck.com
dailydiscord.com,satire,mediabiasfactcheck.com
thedailymire.com,satire,mediabiasfactcheck.com
halfwaypost.com,satire,mediabiasfactcheck.com
the-postillon.com,satire,mediabiasfactcheck.com
rochdaleherald.co.ukamp,satire,mediabiasfactcheck.com
thespoof.com,satire,mediabiasfactcheck.com
times.com.mx,satire,mediabiasfactcheck.com
truthbang.net,satire,mediabiasfactcheck.com
truthbrary.org,satire,mediabiasfactcheck.com
der-postillon.com,bs,https://bit.ly/2Brf1on
elmundotoday.com,bs,https://bit.ly/2Brf1on
fognews.ru,bs,https://bit.ly/2Brf1on
fort-russ.com,bs,https://bit.ly/2Brf1on
kingworldnews.com,bs,https://bit.ly/2Brf1on
legorafi.fr,satire,https://bit.ly/2Brf1on
miniplanet.us,bs,https://bit.ly/2Brf1on
rbth.com,bs,https://bit.ly/2Brf1on
readynutrition.com,bs,https://bit.ly/2Brf1on
russia-direct.org,bs,https://bit.ly/2Brf1on
satirewire.com,bs,https://bit.ly/2Brf1on
shiftfrequency.com,bs,https://bit.ly/2Brf1on
survivopedia.com,bs,https://bit.ly/2Brf1on
the-newspapers.com,bs,https://bit.ly/2Brf1on
thedailywtf.com,bs,https://bit.ly/2Brf1on
thepoke.co.uk,bs,https://bit.ly/2Brf1on
therussophile.org,bs,https://bit.ly/2Brf1on
thesaker.is,bs,https://bit.ly/2Brf1on
thesleuthjournal.com,bs,https://bit.ly/2Brf1on
topratedviral.com,bs,https://bit.ly/2Brf1on
voltairenet.org,bs,https://bit.ly/2Brf1on
vonpress.com,bs,https://bit.ly/2Brf1on
washingtonsblog.com,bs,https://bit.ly/2Brf1on
wundergroundmusic.com,bs,https://bit.ly/2Brf1on
cbn.com,pseudoscience,https://bit.ly/2Q5UHkQ
esprits-libres.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
forum.doctissimo.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
rue89strasbourg.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
euroscoop.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
politico.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
lenvoidunord.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
occitanie-tribune.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
6play.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
al-kanz.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
numidia-liberum.blogspot.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
mensonges.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
afp.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
mangerbouger.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
leral.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
lepoint.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
bestsante.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
francetvdesinfo.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
humourdemecs.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
sante.journaldesfemmes.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
interetpourtous.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
medias-presse.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
telerama.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
enbonnesante.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
bvoltaire.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
tetu.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
eurocalifat.wordpress.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
linsoumis.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
tempsreel.nouvelobs.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
lafraiche.be,flagged,https://www.lemonde.fr/webservice/decodex/updates
codescouples.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
worldtoday365.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
akhnapress.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
fr.novopress.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
informations-en-direct-france.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
a-ta-sante.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
rue89bordeaux.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
ndf.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
delaballe.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
wsj.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
fr.sott.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
onsaitcequonveutquonsache.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
ouest-france.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
zone-astuce.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
superastuces.co,flagged,https://www.lemonde.fr/webservice/decodex/updates
linkbeef.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
contexte.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
tvlibertes.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
parismatch.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
letelegramme.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
panamza.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
informaction.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
rumeursdabidjan.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
chouard.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
theconversation.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
topviraly.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
stopmensonges.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
passeportsante.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
humourdedroite.tumblr.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
hollande-degage.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
mademoisellemauvaiselangue.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
ap.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
mondeamour.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
causeur.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
lemainelibre.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
clonezone.link,flagged,https://www.lemonde.fr/webservice/decodex/updates
buzzfil.me,flagged,https://www.lemonde.fr/webservice/decodex/updates
meilleur.millennium-buzz.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
footballfrance.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
dcposts.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
canardpc.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
abidjantv.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
spi0n.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
ouvrezloeil.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
leblogalupus.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
topdunet.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
vice.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
fr.realy-news-one.website,flagged,https://www.lemonde.fr/webservice/decodex/updates
breizatao.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
franceculture.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
chicagotribune.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
telecablesat.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
positivr.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
secretnews.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
lemonde.fr/idees,flagged,https://www.lemonde.fr/webservice/decodex/updates
lemonde.co.il,flagged,https://www.lemonde.fr/webservice/decodex/updates
loignonducantal.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
ladechedumidi.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
citoyenveilleur.canalblog.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
cnewsmatin.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
nutranews.org,flagged,https://www.lemonde.fr/webservice/decodex/updates
lexpress.fr,flagged,https://www.lemonde.fr/webservice/decodex/updates
infosmaintenant.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
tariqramadan.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
boulevard69.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
lesalonbeige.blogs.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
repubblica.it,flagged,https://www.lemonde.fr/webservice/decodex/updates
commentaires.ch,flagged,https://www.lemonde.fr/webservice/decodex/updates
taz.de,flagged,https://www.lemonde.fr/webservice/decodex/updates
lesmoutonsrebelles.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
lesoir.info,flagged,https://www.lemonde.fr/webservice/decodex/updates
fr.mediamass.net,flagged,https://www.lemonde.fr/webservice/decodex/updates
sain-et-naturel.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
economist.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
wuc-news.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
wikistrike.com,flagged,https://www.lemonde.fr/webservice/decodex/updates
